date,tavg,tmax,tmin
1971-07-15,54.0,67.2,54.0
1971-07-16,55.0,67.0,55.0
1971-07-19,56.0,66.8,56.0
1971-07-20,56.0,66.6,56.0
1971-07-21,55.0,66.4,55.0
1971-07-22,55.0,66.2,55.0
1971-07-23,55.0,66.0,55.0
1971-07-26,55.0,65.8,55.0
1971-07-27,59.0,65.6,59.0
1971-07-28,61.0,65.4,61.0
1971-07-29,64.0,65.2,64.0
1971-08-03,59.0,65.0,59.0
1971-08-04,62.0,64.8,62.0
1971-08-05,58.0,64.6,58.0
1971-08-06,61.0,64.4,61.0
1971-08-09,56.0,64.2,56.0
1971-08-10,56.0,64.0,56.0
1971-08-11,50.0,63.8,50.0
1971-08-12,57.0,63.6,57.0
1971-08-13,57.0,63.4,57.0
1971-08-16,55.0,63.2,55.0
1971-08-17,56.0,63.0,56.0
1971-08-18,59.0,62.8,59.0
1971-08-19,57.0,62.6,57.0
1971-08-20,57.0,62.4,57.0
1971-08-23,55.0,62.2,55.0
1971-08-24,50.0,62.0,50.0
1971-08-25,55.0,61.8,55.0
1971-08-26,52.0,61.6,52.0
1971-08-27,52.0,61.4,52.0
1971-08-30,55.0,61.2,55.0
1971-08-31,49.0,61.0,49.0
1971-09-01,55.0,60.8,55.0
1971-09-02,59.0,60.6,59.0
1971-09-03,58.0,60.4,58.0
1971-09-07,51.0,60.2,51.0
1971-09-08,51.0,60.0,51.0
1971-09-09,51.0,59.8,51.0
1971-09-10,51.0,59.6,51.0
1971-09-13,48.0,59.4,48.0
1971-09-14,45.0,59.2,45.0
1971-09-15,45.0,59.0,45.0
1971-09-16,54.0,58.8,54.0
1971-09-17,48.0,58.6,48.0
1971-09-21,45.0,58.4,45.0
1971-09-22,48.0,58.2,48.0
1971-09-23,50.0,58.0,50.0
1971-09-24,48.0,57.8,48.0
1971-09-28,53.0,57.6,53.0
1971-09-29,48.0,57.4,48.0
1971-09-30,46.0,57.2,46.0
1971-10-01,52.0,57.0,52.0
1971-10-04,42.0,56.8,42.0
1971-10-05,43.0,56.6,43.0
1971-10-06,46.0,56.4,46.0
1971-10-07,42.0,56.2,42.0
1971-10-08,42.0,56.0,42.0
1971-10-09,42.0,55.8,42.0
1971-10-13,42.0,55.6,42.0
1971-10-14,45.0,55.4,45.0
1971-10-15,33.0,55.2,33.0
1971-10-16,38.0,55.0,38.0
1971-10-19,33.0,54.8,33.0
1971-10-20,44.0,54.6,44.0
1971-10-21,42.0,54.4,42.0
1971-10-22,43.0,54.199999999999996,43.0
1971-10-26,43.0,54.0,43.0
1971-10-27,33.0,53.8,33.0
1971-10-28,32.0,53.6,32.0
1971-10-29,32.0,53.4,32.0
1971-11-01,35.0,53.199999999999996,35.0
1971-11-02,39.0,53.0,39.0
1971-11-03,39.0,52.8,39.0
1971-11-04,39.0,52.6,39.0
1971-11-05,32.0,52.4,32.0
1971-11-06,38.0,52.199999999999996,38.0
1971-11-09,43.5,52.0,35.0
1971-11-10,42.0,48.0,36.0
1971-11-11,50.0,50.0,38.0
1971-11-12,46.0,52.0,40.0
1971-11-14,49.0,49.0,41.5
1971-11-15,45.5,48.0,43.0
1971-11-16,40.0,48.0,32.0
1971-11-17,45.0,48.0,42.0
1971-11-18,42.0,52.0,32.0
1971-11-19,43.5,49.0,38.0
1971-11-21,54.0,54.0,38.0
1971-11-22,42.5,47.0,38.0
1971-11-23,39.5,49.0,30.0
1971-11-24,44.0,49.0,39.0
1971-11-25,42.5,44.0,41.0
1971-11-26,42.0,48.0,36.0
1971-11-28,50.0,50.0,37.5
1971-11-29,44.5,50.0,39.0
1971-11-30,44.0,50.0,38.0
1971-12-01,44.5,50.0,39.0
1971-12-02,43.5,48.0,39.0
1971-12-03,40.5,42.0,39.0
1971-12-05,42.0,42.0,35.5
1971-12-06,36.0,40.0,32.0
1971-12-07,31.5,35.0,28.0
1971-12-08,31.5,35.0,28.0
1971-12-09,34.5,39.0,30.0
1971-12-10,32.0,34.0,30.0
1971-12-12,44.0,44.0,29.0
1971-12-13,32.0,36.0,28.0
1971-12-14,34.0,37.0,31.0
1971-12-15,30.0,36.0,24.0
1971-12-16,35.0,39.0,31.0
1971-12-17,37.5,39.0,36.0
1971-12-19,38.0,38.0,32.5
1971-12-20,32.5,36.0,29.0
1971-12-21,31.0,39.5,31.0
1971-12-22,43.0,43.0,31.0
1971-12-23,37.5,44.0,31.0
1971-12-29,26.5,34.0,19.0
1971-12-30,36.0,40.0,32.0
1971-12-31,34.0,39.0,34.0
1972-01-03,38.0,38.0,29.5
1972-01-04,30.5,36.0,25.0
1972-01-05,36.5,40.0,33.0
1972-01-06,37.5,40.0,35.0
1972-01-07,40.5,47.0,34.0
1972-01-09,36.0,36.0,32.0
1972-01-10,32.0,34.0,30.0
1972-01-11,30.5,33.0,28.0
1972-01-12,29.5,32.0,27.0
1972-01-13,29.5,31.0,28.0
1972-01-14,28.0,29.0,27.0
1972-01-16,41.0,41.0,27.0
1972-01-17,34.0,41.0,27.0
1972-01-18,34.0,39.0,29.0
1972-01-19,38.0,46.0,30.0
1972-01-20,45.5,51.0,40.0
1972-01-21,46.0,50.0,42.0
1972-01-23,42.0,42.0,34.0
1972-01-24,30.5,35.0,26.0
1972-01-25,27.5,32.0,23.0
1972-01-26,25.5,33.0,18.0
1972-01-27,27.5,37.0,18.0
1972-01-28,13.0,35.5,13.0
1972-01-30,34.0,34.0,18.0
1972-01-31,30.5,38.0,23.0
1972-02-01,30.5,39.0,22.0
1972-02-02,31.0,39.0,23.0
1972-02-03,31.0,39.0,23.0
1972-02-04,32.5,39.0,26.0
1972-02-05,29.0,43.0,29.0
1972-02-06,42.0,47.0,37.0
1972-02-07,43.0,47.0,39.0
1972-02-08,43.5,47.0,40.0
1972-02-09,38.5,46.0,31.0
1972-02-10,38.5,46.0,31.0
1972-02-11,39.0,45.333333333333336,39.0
1972-02-13,30.0,44.666666666666664,30.0
1972-02-15,44.0,44.0,33.0
1972-02-16,47.0,47.0,36.0
1972-02-17,42.5,46.0,39.0
1972-02-18,38.0,45.0,31.0
1972-02-20,45.0,45.0,35.0
1972-02-21,44.0,49.0,39.0
1972-02-22,40.0,46.0,34.0
1972-02-23,46.5,54.0,39.0
1972-02-24,38.5,47.0,30.0
1972-02-25,43.0,49.0,37.0
1972-02-27,44.5,54.0,35.0
1972-02-28,39.0,48.5,39.0
1972-02-29,39.5,43.0,36.0
1972-03-01,39.0,42.0,36.0
1972-03-02,38.0,41.0,35.0
1972-03-03,33.0,38.5,33.0
1972-03-05,36.0,36.0,34.0
1972-03-06,37.5,40.0,35.0
1972-03-07,39.0,44.0,34.0
1972-03-08,40.0,45.0,35.0
1972-03-09,41.5,46.0,37.0
1972-03-10,40.0,44.0,36.0
1972-03-12,52.0,52.0,38.0
1972-03-13,48.0,56.0,40.0
1972-03-14,48.0,53.0,43.0
1972-03-15,48.0,53.0,43.0
1972-03-16,48.5,53.0,44.0
1972-03-17,50.5,56.0,45.0
1972-03-19,53.0,53.0,42.0
1972-03-20,44.0,49.0,39.0
1972-03-21,46.5,50.0,43.0
1972-03-22,46.0,49.0,43.0
1972-03-23,46.0,49.0,43.0
1972-03-24,39.0,45.0,33.0
1972-03-26,39.0,39.0,34.0
1972-03-27,40.5,46.0,35.0
1972-03-28,41.5,49.0,34.0
1972-03-29,42.5,49.0,36.0
1972-03-30,40.5,45.0,36.0
1972-04-03,55.0,55.0,36.5
1972-04-04,43.0,49.0,37.0
1972-04-05,41.5,46.0,37.0
1972-04-06,41.5,47.0,36.0
1972-04-09,51.0,51.0,34.0
1972-04-10,39.0,46.0,32.0
1972-04-11,40.5,46.0,35.0
1972-04-12,42.5,48.0,37.0
1972-04-13,44.5,49.0,40.0
1972-04-14,42.5,45.0,40.0
1972-04-17,47.0,47.0,39.0
1972-04-18,44.0,50.0,38.0
1972-04-19,43.0,52.0,34.0
1972-04-20,41.0,44.0,38.0
1972-04-21,36.0,53.0,36.0
1972-04-23,62.0,62.0,36.0
1972-04-24,44.0,52.0,36.0
1972-04-25,49.0,55.0,43.0
1972-04-26,48.5,55.0,42.0
1972-04-27,50.0,57.0,43.0
1972-04-28,47.0,53.0,41.0
1972-05-01,50.5,53.0,48.0
1972-05-02,53.0,57.0,49.0
1972-05-03,46.0,55.0,37.0
1972-05-04,54.5,60.0,49.0
1972-05-07,53.0,53.0,48.0
1972-05-08,50.0,53.0,47.0
1972-05-09,52.0,57.0,47.0
1972-05-10,53.0,60.0,46.0
1972-05-11,51.5,57.0,46.0
1972-05-12,50.0,58.5,50.0
1972-05-14,60.0,60.0,49.0
1972-05-15,56.5,65.0,48.0
1972-05-16,56.5,63.0,50.0
1972-05-17,50.5,55.0,46.0
1972-05-18,56.5,63.0,50.0
1972-05-19,57.5,65.0,50.0
1972-05-20,72.0,72.0,46.5
1972-05-22,47.5,52.0,43.0
1972-05-23,50.0,58.0,42.0
1972-05-24,51.0,60.0,42.0
1972-05-25,58.5,70.0,47.0
1972-05-26,52.0,73.5,52.0
1972-05-28,77.0,77.0,56.0
1972-05-29,67.0,74.0,60.0
1972-05-30,61.0,70.0,52.0
1972-05-31,61.0,68.0,54.0
1972-06-01,62.0,62.0,57.0
1972-06-02,65.0,70.0,60.0
1972-06-04,72.0,72.0,51.0
1972-06-05,57.0,72.0,42.0
1972-06-06,60.0,68.0,52.0
1972-06-07,62.5,70.0,55.0
1972-06-08,61.5,70.0,53.0
1972-06-09,56.5,63.0,50.0
1972-06-11,65.0,65.0,50.0
1972-06-12,55.0,60.0,50.0
1972-06-13,57.0,62.0,52.0
1972-06-14,55.0,57.0,53.0
1972-06-15,58.0,63.0,53.0
1972-06-16,59.0,65.0,53.0
1972-06-18,67.0,67.0,50.0
1972-06-19,58.5,70.0,47.0
1972-06-20,58.5,67.0,50.0
1972-06-21,58.0,67.0,49.0
1972-06-22,57.5,63.0,52.0
1972-06-23,50.0,64.0,50.0
1972-06-25,65.0,65.0,52.5
1972-06-26,55.5,56.0,55.0
1972-06-27,56.5,60.0,53.0
1972-06-28,60.5,66.0,55.0
1972-06-29,61.5,69.0,54.0
1972-06-30,60.5,69.0,52.0
1972-07-03,69.0,69.0,55.0
1972-07-04,69.5,81.0,58.0
1972-07-05,69.5,82.0,57.0
1972-07-06,64.5,72.0,57.0
1972-07-07,60.5,64.0,57.0
1972-07-09,64.0,64.0,54.5
1972-07-10,59.0,66.0,52.0
1972-07-11,60.0,68.0,52.0
1972-07-12,55.5,59.0,52.0
1972-07-13,59.5,66.0,53.0
1972-07-14,62.0,70.0,54.0
1972-07-16,70.0,70.0,53.0
1972-07-17,63.0,74.0,52.0
1972-07-18,66.5,75.0,58.0
1972-07-19,69.5,74.0,65.0
1972-07-20,67.0,77.0,57.0
1972-07-21,58.0,77.0,58.0
1972-07-23,77.0,77.0,56.5
1972-07-24,62.0,69.0,55.0
1972-07-25,63.5,69.0,58.0
1972-07-26,61.5,63.0,60.0
1972-07-27,62.5,73.0,52.0
1972-07-30,75.0,75.0,53.0
1972-07-31,66.0,78.0,54.0
1972-08-01,67.0,78.0,56.0
1972-08-02,60.0,70.0,50.0
1972-08-03,61.0,75.0,47.0
1972-08-07,80.0,80.0,52.5
1972-08-08,69.0,80.0,58.0
1972-08-09,56.5,66.0,47.0
1972-08-10,62.5,70.0,55.0
1972-08-13,70.0,70.0,56.5
1972-08-14,65.5,73.0,58.0
1972-08-15,57.0,67.0,47.0
1972-08-16,57.0,63.0,51.0
1972-08-17,70.0,70.0,56.5
1972-08-18,67.5,73.0,62.0
1972-08-20,75.0,75.0,59.5
1972-08-21,66.0,75.0,57.0
1972-08-22,63.5,77.0,50.0
1972-08-23,61.0,72.0,50.0
1972-08-24,58.0,72.0,58.0
1972-08-27,72.0,72.0,58.0
1972-08-28,67.0,76.0,58.0
1972-08-29,62.0,66.0,58.0
1972-08-30,58.0,66.0,50.0
1972-08-31,58.5,64.0,53.0
1972-10-01,62.0,62.0,50.5
1972-10-02,53.0,58.0,48.0
1972-10-03,52.5,60.0,45.0
1972-10-04,51.5,58.0,45.0
1972-10-05,51.5,60.0,43.0
1972-10-09,58.0,58.0,40.0
1972-10-10,48.5,60.0,37.0
1972-10-11,46.0,53.0,39.0
1972-10-12,47.0,54.0,40.0
1972-10-13,43.0,57.0,43.0
1972-10-15,60.0,60.0,38.0
1972-10-16,46.5,60.0,33.0
1972-10-17,44.0,58.0,30.0
1972-10-18,51.0,59.0,43.0
1972-10-19,47.5,54.0,41.0
1972-10-20,46.5,54.0,39.0
1972-10-22,55.0,55.0,41.0
1972-10-23,49.5,56.0,43.0
1972-10-24,48.0,53.0,43.0
1972-10-25,49.0,55.0,43.0
1972-10-26,46.0,50.0,42.0
1972-10-27,43.0,51.0,43.0
1972-10-30,52.0,52.0,41.5
1972-10-31,45.0,50.0,40.0
1972-11-01,47.0,52.0,42.0
1972-11-02,46.0,52.0,40.0
1972-11-05,54.0,54.0,41.0
1972-11-06,46.0,50.0,42.0
1972-11-07,51.0,56.0,46.0
1972-11-08,47.0,48.0,46.0
1972-11-09,48.5,52.0,45.0
1972-11-10,50.5,55.0,46.0
1972-11-15,53.0,53.0,41.0
1972-11-16,36.0,52.5,36.0
1972-11-17,46.0,52.0,40.0
1972-11-19,48.0,48.0,38.0
1972-11-20,41.5,47.0,36.0
1972-11-21,44.5,48.0,41.0
1972-11-22,45.5,50.0,41.0
1972-11-23,44.0,49.5,44.0
1972-11-26,49.0,49.0,39.5
1972-11-27,42.0,49.0,35.0
1972-11-28,41.0,43.0,39.0
1972-11-29,39.5,44.0,35.0
1972-12-01,44.5,49.0,40.0
1972-12-03,28.0,28.0,31.0
1972-12-04,27.0,32.0,22.0
1972-12-05,29.0,38.0,20.0
1972-12-06,26.0,30.0,22.0
1972-12-07,20.0,30.0,20.0
1972-12-10,30.0,30.0,20.5
1972-12-11,27.5,34.0,21.0
1972-12-12,29.5,34.0,25.0
1972-12-14,38.0,38.0,29.0
1972-12-15,35.0,37.0,33.0
1972-12-17,45.0,45.0,31.5
1972-12-18,39.0,48.0,30.0
1972-12-19,47.0,52.0,42.0
1972-12-20,47.5,49.0,46.0
1972-12-21,50.0,50.0,45.0
1972-12-22,49.5,55.0,44.0
1972-12-26,47.0,47.0,42.0
1972-12-27,40.0,40.0,40.0
1973-01-02,33.0,33.0,31.0
1973-01-03,27.0,32.0,22.0
1973-01-04,27.0,32.0,22.0
1973-01-05,27.5,32.0,23.0
1973-01-07,30.0,30.0,21.5
1973-01-08,26.0,32.0,20.0
1973-01-09,28.0,36.0,20.0
1973-01-10,28.0,34.0,22.0
1973-01-11,25.5,29.0,22.0
1973-01-14,35.0,35.0,24.0
1973-01-15,31.0,36.0,26.0
1973-01-16,33.5,40.0,27.0
1973-01-17,41.0,48.0,34.0
1973-01-18,46.0,50.0,42.0
1973-01-21,56.0,56.0,39.0
1973-01-22,41.0,46.0,36.0
1973-01-23,45.5,50.0,41.0
1973-01-24,46.5,53.0,40.0
1973-01-25,37.5,40.0,35.0
1973-01-26,36.5,41.0,32.0
1973-01-28,45.0,45.0,33.0
1973-01-29,39.5,45.0,34.0
1973-01-30,40.5,43.0,38.0
1973-01-31,42.0,44.0,40.0
1973-02-01,42.0,44.0,40.0
1973-02-02,40.0,42.0,38.0
1973-02-04,40.0,40.0,33.5
1973-02-05,36.0,43.0,29.0
1973-02-06,38.5,46.0,31.0
1973-02-07,37.0,45.0,29.0
1973-02-08,36.5,43.0,30.0
1973-02-09,38.0,41.0,35.0
1973-02-11,40.0,43.0,37.0
1973-02-12,39.5,42.0,37.0
1973-02-13,40.5,45.0,36.0
1973-02-14,41.0,45.0,37.0
1973-02-15,39.5,44.0,35.0
1973-02-16,39.5,44.0,35.0
1973-02-17,40.0,47.0,40.0
1973-02-19,50.0,50.0,40.0
1973-02-20,52.0,52.0,40.0
1973-02-21,45.0,50.0,40.0
1973-02-22,55.5,59.0,52.0
1973-02-23,57.5,60.0,55.0
1973-02-25,58.0,58.0,44.0
1973-02-26,41.5,50.0,33.0
1973-02-27,45.5,48.0,43.0
1973-02-28,46.0,48.0,44.0
1973-03-01,45.5,48.0,43.0
1973-03-06,44.5,50.0,39.0
1973-03-07,47.0,52.0,42.0
1973-03-08,46.0,50.0,42.0
1973-03-09,46.0,50.0,42.0
1973-03-11,52.0,52.0,40.5
1973-03-12,41.5,44.0,39.0
1973-03-13,42.5,48.0,37.0
1973-03-14,40.5,43.0,38.0
1973-03-15,44.0,48.0,40.0
1973-03-16,45.5,49.0,42.0
1973-03-18,48.0,48.0,38.5
1973-03-19,42.5,50.0,35.0
1973-03-20,45.5,51.0,40.0
1973-03-21,42.5,47.0,38.0
1973-03-22,43.0,50.0,36.0
1973-03-23,48.5,58.0,39.0
1973-03-25,54.0,54.0,38.5
1973-03-26,44.0,50.0,38.0
1973-03-27,45.0,50.0,40.0
1973-03-28,47.0,53.0,41.0
1973-03-29,45.0,50.0,40.0
1973-03-30,46.0,52.0,40.0
1973-04-01,48.0,48.0,39.0
1973-04-02,42.0,46.0,38.0
1973-04-03,42.5,50.0,35.0
1973-04-04,52.0,56.0,48.0
1973-04-05,52.0,59.0,45.0
1973-04-06,54.0,60.0,48.0
1973-04-08,59.0,59.0,43.5
1973-04-09,49.5,60.0,39.0
1973-04-10,52.0,60.0,44.0
1973-04-11,53.0,60.0,46.0
1973-04-12,52.5,59.0,46.0
1973-04-13,50.0,59.0,41.0
1973-04-14,60.0,60.0,40.5
1973-04-16,47.5,55.0,40.0
1973-04-17,47.5,55.0,40.0
1973-04-18,47.5,55.0,40.0
1973-04-19,50.0,55.0,45.0
1973-04-23,56.0,56.0,41.0
1973-04-24,46.5,56.0,37.0
1973-04-25,51.0,60.0,42.0
1973-04-26,54.0,60.0,48.0
1973-04-27,49.0,52.0,46.0
1973-05-01,51.0,60.0,42.0
1973-05-02,57.0,67.0,47.0
1973-05-03,58.5,67.0,50.0
1973-05-04,51.5,60.0,43.0
1973-05-05,59.0,59.0,44.0
1973-05-06,52.5,60.0,45.0
1973-05-07,52.5,60.0,45.0
1973-05-08,49.5,55.0,44.0
1973-05-09,49.5,55.0,44.0
1973-05-10,48.0,56.0,40.0
1973-05-11,52.0,62.0,42.0
1973-05-12,48.0,63.5,48.0
1973-05-13,65.0,65.0,48.666666666666664
1973-05-14,77.0,77.0,49.333333333333336
1973-05-15,60.0,70.0,50.0
1973-05-16,60.0,70.0,50.0
1973-05-17,61.0,72.0,50.0
1973-05-21,42.0,65.0,42.0
1973-05-22,54.0,58.0,50.0
1973-05-23,54.0,56.0,52.0
1973-05-24,54.5,58.0,51.0
1973-05-25,47.0,59.0,47.0
1973-05-27,60.0,60.0,45.5
1973-05-28,52.5,61.0,44.0
1973-05-29,60.5,72.0,49.0
1973-05-30,58.5,64.0,53.0
1973-05-31,52.0,60.0,44.0
1973-06-01,56.0,63.0,49.0
1973-06-03,54.0,65.0,43.0
1973-06-04,68.0,68.0,47.5
1973-06-05,62.0,72.0,52.0
1973-06-06,56.0,58.0,54.0
1973-06-07,52.0,60.0,52.0
1973-06-10,62.0,62.0,49.0
1973-06-11,57.0,68.0,46.0
1973-06-12,61.5,68.0,55.0
1973-06-13,59.0,68.0,50.0
1973-06-14,59.0,68.0,50.0
1973-06-15,50.0,68.0,50.0
1973-06-18,59.5,68.0,51.0
1973-06-19,63.0,68.0,58.0
1973-06-20,51.0,74.0,51.0
1973-06-21,80.0,80.0,57.5
1973-06-22,64.0,75.0,64.0
1973-06-24,70.0,70.0,58.0
1973-06-25,60.0,68.0,52.0
1973-06-26,62.0,72.0,52.0
1973-06-27,66.0,74.0,58.0
1973-06-28,61.0,68.0,54.0
1973-06-29,58.5,65.0,52.0
1973-07-02,70.0,70.0,51.5
1973-07-03,61.5,72.0,51.0
1973-07-04,58.0,68.5,58.0
1973-07-05,58.0,65.0,51.0
1973-07-06,57.0,62.0,52.0
1973-07-09,61.5,72.0,51.0
1973-07-10,61.0,71.0,51.0
1973-07-11,61.5,72.0,51.0
1973-07-12,60.5,70.0,51.0
1973-07-13,63.5,72.0,55.0
1973-07-14,72.0,72.0,55.0
1973-07-15,63.5,72.0,55.0
1973-07-16,60.5,68.0,53.0
1973-07-17,63.0,70.0,56.0
1973-07-18,66.5,78.0,55.0
1973-07-19,65.0,75.0,55.0
1973-07-22,76.0,76.0,52.5
1973-07-23,63.0,76.0,50.0
1973-07-24,59.0,67.0,51.0
1973-07-25,60.0,70.0,50.0
1973-07-26,59.5,70.0,49.0
1973-07-27,65.5,79.0,52.0
1973-07-30,69.5,83.0,56.0
1973-07-31,65.0,75.0,55.0
1973-08-01,66.5,73.0,60.0
1973-08-02,65.0,74.0,56.0
1973-08-03,65.5,75.0,56.0
1973-08-06,73.0,73.0,54.0
1973-08-07,64.0,76.0,52.0
1973-08-08,69.0,76.0,62.0
1973-08-09,76.5,83.0,70.0
1973-08-10,61.5,66.0,57.0
1973-08-12,76.0,76.0,54.5
1973-08-13,63.0,74.0,52.0
1973-08-14,58.5,71.0,46.0
1973-08-15,64.5,71.0,58.0
1973-08-16,56.0,62.0,50.0
1973-08-17,54.5,59.0,50.0
1973-08-18,43.0,63.5,43.0
1973-08-19,68.0,68.0,44.0
1973-08-20,69.0,69.0,45.0
1973-08-21,57.0,68.0,46.0
1973-08-22,57.0,71.0,43.0
1973-08-23,59.5,71.0,48.0
1973-08-26,70.0,70.0,48.0
1973-08-27,56.0,64.0,48.0
1973-08-28,52.5,60.0,45.0
1973-08-29,58.5,67.0,50.0
1973-08-30,56.5,60.0,53.0
1973-08-31,55.0,66.0,55.0
1973-09-03,72.0,72.0,51.5
1973-09-04,59.0,70.0,48.0
1973-09-05,68.0,82.0,54.0
1973-09-06,57.5,60.0,55.0
1973-09-07,48.0,65.0,48.0
1973-09-09,70.0,70.0,51.5
1973-09-10,62.5,70.0,55.0
1973-09-11,73.0,73.0,55.0
1973-09-12,60.0,65.0,55.0
1973-09-13,59.0,68.0,50.0
1973-09-14,48.0,69.0,48.0
1973-09-16,70.0,70.0,48.0
1973-09-17,60.0,72.0,48.0
1973-09-18,60.0,70.0,50.0
1973-09-19,58.5,63.0,54.0
1973-09-20,60.0,65.0,55.0
1973-09-21,54.0,64.5,54.0
1973-09-23,64.0,64.0,52.5
1973-09-24,56.0,61.0,51.0
1973-09-25,53.5,60.0,47.0
1973-09-26,53.5,57.0,50.0
1973-09-27,59.0,69.0,49.0
1973-09-28,59.0,70.0,48.0
1973-10-01,51.0,54.0,48.0
1973-10-02,50.0,58.0,42.0
1973-10-03,57.0,57.0,42.0
1973-10-04,50.0,58.0,42.0
1973-10-05,46.0,57.5,46.0
1973-10-08,57.0,57.0,43.5
1973-10-09,47.5,54.0,41.0
1973-10-10,49.5,51.0,48.0
1973-10-11,48.5,50.0,47.0
1973-10-12,46.5,50.0,43.0
1973-10-14,56.0,56.0,41.5
1973-10-15,45.0,50.0,40.0
1973-10-16,52.5,55.0,50.0
1973-10-17,52.5,60.0,45.0
1973-10-18,51.0,53.0,49.0
1973-10-21,56.0,56.0,47.0
1973-10-22,51.0,57.0,45.0
1973-10-23,53.5,60.0,47.0
1973-10-24,53.0,60.0,46.0
1973-10-25,51.5,56.0,47.0
1973-10-26,54.0,57.0,54.0
1973-10-28,58.0,58.0,51.0
1973-10-29,53.0,58.0,48.0
1973-10-30,53.0,58.0,48.0
1973-10-31,45.0,50.0,40.0
1973-11-01,41.0,48.0,34.0
1973-11-02,41.0,48.0,34.0
1973-11-05,34.0,38.0,30.0
1973-11-06,37.0,40.0,34.0
1973-11-07,36.0,42.0,30.0
1973-11-08,39.5,45.0,34.0
1973-11-09,40.0,48.0,32.0
1973-11-12,52.0,52.0,34.5
1973-11-13,41.0,45.0,37.0
1973-11-14,41.0,45.0,37.0
1973-11-15,44.0,50.0,38.0
1973-11-16,41.5,44.0,39.0
1973-11-18,44.0,44.0,37.0
1973-11-19,39.0,43.0,35.0
1973-11-20,36.0,43.0,29.0
1973-11-21,43.0,48.0,38.0
1973-11-22,41.5,48.0,35.0
1973-11-23,37.5,40.0,35.0
1973-11-26,45.0,45.0,38.5
1973-11-27,46.0,50.0,42.0
1973-11-28,43.5,46.0,41.0
1973-11-29,42.0,46.0,38.0
1973-11-30,38.0,47.5,38.0
1973-12-02,49.0,49.0,38.0
1973-12-03,42.5,47.0,38.0
1973-12-04,47.0,47.0,38.0
1973-12-05,43.5,49.0,38.0
1973-12-06,44.0,50.0,38.0
1973-12-07,47.0,49.0,45.0
1973-12-09,47.0,47.0,40.0
1973-12-10,41.0,47.0,35.0
1973-12-11,46.5,50.0,43.0
1973-12-12,47.5,52.0,43.0
1973-12-13,47.0,52.0,42.0
1973-12-14,42.0,51.5,42.0
1973-12-16,51.0,51.0,42.0
1973-12-17,46.5,51.0,42.0
1973-12-18,44.5,51.0,38.0
1973-12-19,49.5,57.0,42.0
1973-12-20,50.0,55.0,45.0
1973-12-21,45.5,50.0,41.0
1973-12-23,46.0,46.0,41.0
1973-12-24,43.0,45.0,41.0
1973-12-26,48.0,48.0,36.5
1973-12-27,38.0,44.0,32.0
1973-12-28,42.5,45.0,40.0
1974-01-02,29.0,29.0,33.0
1974-01-03,30.5,35.0,26.0
1974-01-04,27.0,36.0,27.0
1974-01-05,37.0,37.0,25.0
1974-01-06,29.5,36.0,23.0
1974-01-07,31.5,34.0,29.0
1974-01-08,32.0,32.0,27.5
1974-01-09,30.0,34.0,26.0
1974-01-10,29.5,32.0,27.0
1974-01-11,29.0,40.5,29.0
1974-01-13,49.0,49.0,28.5
1974-01-14,40.0,52.0,28.0
1974-01-15,51.0,54.0,48.0
1974-01-16,49.5,53.0,46.0
1974-01-17,41.5,45.0,38.0
1974-01-18,42.5,48.0,37.0
1974-01-20,40.0,40.0,36.0
1974-01-21,37.5,40.0,35.0
1974-01-22,36.5,40.0,33.0
1974-01-23,40.5,43.0,38.0
1974-01-24,41.5,46.0,37.0
1974-01-25,41.5,44.0,39.0
1974-01-27,45.0,45.0,37.5
1974-01-28,41.5,47.0,36.0
1974-01-29,45.0,47.0,43.0
1974-01-30,36.0,37.0,35.0
1974-01-31,37.5,42.0,33.0
1974-02-01,41.5,43.0,40.0
1974-02-03,43.0,43.0,39.0
1974-02-04,41.0,44.0,38.0
1974-02-05,42.0,45.0,39.0
1974-02-06,40.5,42.0,39.0
1974-02-07,41.0,44.0,38.0
1974-02-08,40.5,44.0,37.0
1974-02-10,42.0,42.0,34.5
1974-02-11,37.0,42.0,32.0
1974-02-12,40.0,42.0,38.0
1974-02-13,41.0,45.0,37.0
1974-02-14,43.5,47.0,40.0
1974-02-17,49.0,49.0,44.0
1974-02-18,49.0,50.0,48.0
1974-02-19,44.0,49.0,39.0
1974-02-20,44.0,50.0,38.0
1974-02-21,47.5,54.0,41.0
1974-02-22,38.0,48.5,38.0
1974-02-24,43.0,43.0,38.5
1974-02-25,42.0,45.0,39.0
1974-02-26,40.0,42.0,38.0
1974-02-27,40.5,45.0,36.0
1974-02-28,40.5,43.0,38.0
1974-03-01,44.0,48.0,40.0
1974-03-02,42.0,42.0,36.0
1974-03-03,32.0,43.5,32.0
1974-03-04,45.0,45.0,32.0
1974-03-05,36.0,40.0,32.0
1974-03-06,37.5,43.0,32.0
1974-03-07,37.0,42.0,32.0
1974-03-08,33.0,40.0,26.0
1974-03-09,34.0,46.0,34.0
1974-03-11,52.0,52.0,38.0
1974-03-12,50.0,58.0,42.0
1974-03-13,43.5,52.0,35.0
1974-03-14,43.0,52.0,34.0
1974-03-15,39.0,54.0,39.0
1974-03-16,56.0,56.0,37.0
1974-03-18,42.5,50.0,35.0
1974-03-19,45.0,51.0,39.0
1974-03-20,42.5,50.0,35.0
1974-03-21,43.5,50.0,37.0
1974-03-22,43.0,50.0,36.0
